,Name,Dia Chi,Phone,Website,Province/City
112,Công Ty Tổ Chức Hội Nghị Sự Kiện và Du Lịch Quốc Tế Hòa Bình,"39 An Trạch 1, P. Quốc Tử Giám, Q. Đống Đa, Tp. Hà Nội","(04) 37325976, 35171797",http://hoabinhtourist.com,Hà Nội
113,Công Ty TNHH Lương Thanh Hải,"Lầu 1, Số 11, Tổ 28, Ấp 3, Xã Hiệp Phước, Huyện Nhơn Trạch, Tỉnh Đồng Nai",(0251) 3569869,,Đồng Nai
114,Công Ty TNHH Thương Mại Và Dịch Vụ Du Lịch Bắc Á,"Số nhà 55, ngõ 1, tổ 15, P. Cầu Diễn, Q. Nam Từ Liêm, Tp Hà Nội (TPHN)","(024) 38383211, 37336500, 39907228",http://www.thuexe.com,Hà Nội
115,Công Ty Cổ Phần Truyền Thông Và Du Lịch Bản Sắc Việt,"27/325 Kim Ngưu, Q. Hai Bà Trưng, Hà Nội","(04) 35991666, 35991555",http://bsv.teambuilding.com,Hà Nội
116,Công Ty TNHH Đầu Tư Du Lịch Minh Giang,"Số 15, Ngõ 2, Tây Sơn, P. Yết Kiêu, Q. Hà Đông, Hà Nội","(04) 39949166, 39995032",http://minhgiangtour.com,Hà Nội
117,Công Ty TNHH Thương Mại Và Du Lịch Hanoi Newtour,"Số 88, Tổ 12, P. Long Biên, Q. Long Biên, Hà Nội",(04) 36700566,http://hanoinewtour.com.vn/,Hà Nội
118,Công Ty TNHH Nhà Nước MTV Du Lịch Công Đoàn Hà Nội,"98 Tô Ngọc Vân, P. Quảng An, Q. Tây Hồ, Tp. Hà Nội (TPHN)","(024) 37192197, 37192181",http://www.congdoantour.com.vn,Hà Nội
119,Công Ty TNHH Một Thành Viên Ân Thanh Nam,"6/22 Bình Đức 2, P. Bình Hòa, TX. Thuận An, Bình Dương",0965 636 997,,Bình Dương
120,Công Ty Cổ Phần Cơ Khí Sơn La,"Km 10, Khu Công Nghiệp Chiềng Sinh, Phường Chiềng Sinh, Sơn La",(022) 3874343,http://coxamasonla.vn,Sơn La
121,Xuân Đại Thắng Hotel - Công Ty TNHH Dịch Vụ Bảo Vệ Xuân Đại Thắng,"Số 375, Ấp Hòa Bình, Xã Giang Điền, Huyện Trảng Bom, Tỉnh Đồng Nai",(0251) 3602268 - 0933.339.939,,Đồng Nai
122,Công Ty TNHH An Cường Anh,"Số 10, KDC. 434, KP. Bình Đáng, P. Bình Hòa, TX. Thuận An, Bình Dương","(0274) 3766585, 3784669",http://ancuonganh.com,Bình Dương
123,Công Ty TNHH Thương Mại Và Du Lịch Hành Trình Xanh,"Số 5, Ngách 182, Ngõ 34, Phố Vĩnh Tuy, Q. Hai Bà Trưng, Hà Nội",(04) 321207019,http://dulichhanhtrinhxanh.com,Hà Nội
124,Công Ty TNHH Du Lịch Huyền Thoại,"228 Tổ 7, KP. 5, P. Tân Hoà, Biên Hoà, Đồng Nai  CN:  204/5, KP. 3, P. Tân Mai, Tp. Biên Hòa, Đồng Nai",(0251) 3988692,http://dulichhuyenthoai.com,Đồng Nai
125,Công Ty Cổ Phần Du Lịch Và Dịch Vụ Minh Hải,"Số 01, đường Lý Bôn, P4, Tp. Cà Mau, T. Cà Mau",(0290) 3831828,http://dulichminhhai.com,Cà Mau
126,Công Ty Cổ Phần Du Lịch Thương Mại Quốc Tế Năm Châu,"Số 55 - CT7 Khu Đô Thị Văn Phú, Phú La, Quận Hà Đông, TP. Hà Nội (TP.HN)",0936 126 188,,Hà Nội
127,Công Ty TNHH Thương Mại Và Dịch Vụ Du Lịch Hà Trang,"194 Ngô Gia Tự, Tp. Nha Trang, T. Khánh Hòa",02583515177,http://hatrangtravel.com,Khánh Hòa
128,Công Ty TNHH Vũ Hùng Phát,"số 211, phố Giáp Nhất, phường Thượng Đình, Quận Thanh Xuân, Tp. Hà Nội",(024) 32808080,http://congtyvuhungphat.com,Hà Nội
129,Công Ty Cổ Phần Vân Hương,"145 Khuất Duy Tiến, P. Nhân Chính, Q. Thanh Xuân, Tp Hà Nội (TPHN)","02422133262, 02439971230",https://vanhuong.vn,Hà Nội
130,Công ty TNHH Sự Kiện Và Du Lịch Quốc Tế Sao Việt,"Số 341, Đường Thống Nhất, Phường Gia Sàng,  Tp. Thái Nguyên","(0208) 6262728, 0979.097.111",,Thái Nguyên
131,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Phương Nam,"275E Phạm Ngũ Lão, P. Phạm Ngũ Lão, Q. 1, Tp. Hồ Chí Minh","(08) 38364668, 38364086",http://phuongnamtravel.vn,Hồ Chí Minh
132,Công Ty Cổ Phần Giải Pháp Kho Vận ánh Dương,"63A Điện Biên Phủ, Phường 15, Quận Bình Thạnh, TP Hồ Chí Minh (TPHCM)","(028) 38405100, 0906 412 868",http://slsc.com.vn,Hồ Chí Minh
133,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Đệ Nhất,"763 Lê Hồng Phong, Phường 12, Quận 10, TP Hồ Chí Minh (TPHCM)",(028) 62577779,https://denhattravel.vn,Hồ Chí Minh
134,Công Ty TNHH MTV Thương Mại Dịch Vụ Du Lịch Ước Mơ,"Số 10, Đường Số 4, KDC Metro Cash, P. Hưng Lợi, Q. Ninh Kiều, TP. Cần Thơ","(0292) 3733999, 0939.404.242",http://www.dulichuocmo.com,Cần Thơ
135,Công Ty TNHH Du Lịch Bazan Việt Nam,"957 Phan Văn Trị, Phường 7, Quận Gò Vấp, Tp. Hồ Chí Minh",(08) 35888868,http://bazantravel.com,Hồ Chí Minh
136,Công Ty Cổ Phần Thương Mại Phát Triển Công Nghệ Và Du Lịch Quốc Tế AMI,"Số 32, ngõ 69 B phố Chùa Láng, P. Láng Thượng, Q. Đống Đa, Tp Hà Nội (TPHN)",(024) 37282660,http://www.amibay.vn,Hà Nội
137,DNTN Vận Tải Và Du Lịch Lê Đang,"48 Nguyễn Văn Linh, P. Phú Lâm, Tp. Tuy Hòa, Phú Yên","0935 456 567, 0985 186 188",http://xedulichledang.com,Phú Yên
138,Công ty TNHH Kết Nối Taxi Nội Bài,"Thôn Lập Trí, Xã Minh Trí, Huyện Sóc Sơn, Tp. Hà Nội",(04) 35729666,http://xetaxinoibai.vn,Hà Nội
139,Công Ty TNHH Thương Mại Và Dịch Vụ Gate Việt Nam,"Số 1 Ngõ 499 Kim Mã, Q. Ba Đình, Hà Nội",(04) 66810810,http://www.thuexe.net,Hà Nội
140,Công Ty Cổ Phần Thương Mại Du Lịch Và Hợp Tác Quốc Tế Havinas,"Tầng 4, Tòa Nhà Vinatea, Số 46 Tăng Bạt Hổ, P. Phạm Đình Hồ, Q. Hai Bà Trưng, Tp Hà Nội (TPHN)",(024) 22425899,http://havinatravel.com.vn,Hà Nội
141,Công Ty Cổ Phần Thăng Long Tourist Việt Nam,"Số Nhà 264, Tổ Dân Phố Đồng Tâm, P. Ba Hàng, Thị Xã Phú Yên, T. Thái Nguyên - Văn Phòng Giao Dịch: TP Hà Nội (TPHN)",(0208) 22111758,http://thanglongtourist.com.vn,Hà Nội
142,Công Ty Du Lịch Toàn Hoàn Châu,"179 võ nguyên giáp. P8, TP Trà Vinh, Tỉnh Trà Vinh",(0294) 3865898,,Trà Vinh
143,Công Ty TNHH MTV Vận Tải Hải Trung Kim,"110/1777D Lê Đức Thọ, P. 13, Q. Gò Vấp, Tp. Hồ Chí Minh  VPGD: Phòng 706, Lầu 7, 79 Trương Định, P. Bến Thành, Q. 1, Tp. Hồ Chí Minh",(08) 62774781,http://goodcarvietnam.com,Hồ Chí Minh
144,Công Ty Cổ Phần TM DV Và Du Lịch Đại Phong (Let's Tour),"Số 129 ngõ 217 Trần Phú, Quận Hà Đông, Tp Hà Nội",(024) 32006389,,Hà Nội
145,Công Ty TNHH Thương Mại Dịch Vụ Và Du Lịch Aroma Hà Nội,"Số 2, Ngõ 24, Nguyễn Văn Ngọc, Ba Đình, Tp. Hà Nội",0988 782 081,http://aromatravel.vn,Hà Nội
146,Công Ty TNHH MTV Thương Mại Du Lịch Kiên Giang ,"Số 5 Lê Lợi, P. Vĩnh Thanh Vân, Tp. Rạch Giá, Kiên Giang","(077) 3862081, 3945522",http://ktskiengiang.com,Kiên Giang
147,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Vận Tải Kim Thanh Phát,"97 Dương Khuê, P. Hiệp Tân, Q. Tân Phú, Tp. Hồ Chí Minh","(08) 39738603, 39738924",http://kimthanhphattrans.com,Hồ Chí Minh
148,Công Ty TNHH MTV An Gia Phú,"268A Đường Độc Lập, P.Tân Thành, Q.Tân Phú, Tp Hồ Chí Minh (TPHCM) - Chi Nhánh : Q. Ngũ HànhSơn, TP. ĐàNẵng",(028) 62816700 - Hotline: 0913118208 (Mr. Duy),http://www.agpvietnam.com,ĐàNẵng
149,Công Ty Dịch Vụ Du Lịch Minh Tâm,"Hiên Vân, Tiên Du, Bắc Ninh",(0241) 3838045,http://dulichminhtam.vn,Bắc Ninh
150,Công Ty TNHH MTV Nhị Đông Hải,"Số 187 Nguyễn Hữu Thọ, Quận Hải Châu, Tp. Đà Nẵng",(0511) 3634111,,Đà Nẵng
151,Công Ty TNHH Du Lịch Và Đầu Tư Hữu Nghị,"Số 8, Phan Bội Châu, Quận Hoàn Kiếm, Tp. Hà Nội",(024) 38267421,http://www.dulichhuunghi.com,Hà Nội
152,Công Ty TNHH Đầu Tư Du Lịch Rồng Đông Dương,"282 Nam Kỳ Khởi Nghĩa, P. 8, Q. 3, Tp. Hồ Chí Minh",(08) 38436819,http://www.indochinevn.com,Hồ Chí Minh
153,Công Ty Cổ Phần Vận Tải Việt Mỹ,"14 Km 12,Quốc Lộ 1A, Vĩnh Quỳnh, H. Thanh Trì, TP Hà Nội (TPHN)","(024) 38617089, 36875084, 0913 598 362",http://vantaivietmy.com,Hà Nội
154,Du Lịch Minh Phương - Đồng Hồ - Mắt Kính Phương,"18 Nguyễn Oanh, P. 7, Q. Gò Vấp, Tp. Hồ Chí Minh (TPHCM)","(028) 38941030, 0903.935.104",,Hồ Chí Minh
155,Công Ty TNHH Thu Hiền,"426 Ngô Quyền, P. Mân Thái, TP. Đà Nẵng",0868.627.627,http://thuhien.com.vn,Đà Nẵng
156,Công Ty TNHH Thương Mại & Du Lịch Let's Fly Travel,"172/14/4 Bạch Đằng, Nha Trang, Khánh Hòa",1900636332,https://letsflytravel.vn,Khánh Hòa
157,Công Ty TNHH Thương Mại Thiết Bị Kỹ Thuật Thái Dương,"38 Nguyễn Chí Thanh, TT. Phú Mỹ, H. Tân Thành, Bà Rịa-Vũng Tàu","(064) 3932769, 0978 667 769",,Bà Rịa-Vũng Tàu
158,Công Ty TNHH Thương Mại Và Du Lịch Greencanal Việt Nam,"P 301, Tòa nhà Văn Hoa, 51 Kim mã, Quận Ba Đình, TP Hà Nội (TPHN)","(024) 37245292, 0936 035 658",http://dulichq.com,Hà Nội
159,Công Ty Cổ Phần Truyền Thông Du Lịch Việt,"175 Nguyễn Thái Bình, Quận 1, Tp. Hồ Chí Minh",(08) 73056789,http://www.dulichviet.com.vn,Hồ Chí Minh
160,Công Ty TNHH Du Lịch Hoàng Khởi,"184 Cộng Hòa, P. 12, Q. Tân Bình, Tp. Hồ Chí Minh (TP.HCM)","(028) 66851616, 66601616",http://hoangkhoitravel.com,Hồ Chí Minh
161,Công Ty TNHH Thương Mại Và Du Lịch Đại Lâm,"58/22 Nguyễn Bỉnh Khiêm, Quận 1,Tp. Hồ Chí Minh (TPHCM)","(028) 39141973, 39141974",dailamtravel.com.vn,Hồ Chí Minh
162,Công Ty TNHH MTV Dịch Vụ Vận Tải Lam Đạt,"42/13C Tân Thới Nhất 5, Khu phố 7, P.Tân Thới Nhất, Quận 12, TP Hồ Chí Minh (TPHCM)","(028) 38832293, 0903 377 990",http://vantailamdat.com,Hồ Chí Minh
163,Khách Sạn Thủy Tiên,"212-214 Nam Kỳ Khởi Nghĩa, Tp. Vũng Tàu",(064) 3527791,,Vũng Tàu
164,Công Ty TNHH Sapa Pathfinder Travel,"Số 13, Đường Xuân Viên, TT. Sapa, Lào Cai",(020) 3873468,http://sapapathfinder.com,Lào Cai
165,Khách Sạn Anh Linh,"38 Dương Văn An, Đồng Hới, Quảng Bình",(052) 3820297,,Quảng Bình
166,Công Ty TNHH Thiết Kế Xây Dựng Thương Mại An Phú,"97 Nguyễn Văn Trỗi, Phước Hưng, Tp. Bà Rịa, Bà Rịa-Vũng Tàu",(064) 3732977,,Bà Rịa-Vũng Tàu
167,Công Ty TNHH MTV Du Lịch Rồng Hoàng Gia,"50/1 Y Tổ 13, Khu Phố 2, P.An Bình, TP Biên Hòa, Đồng Nai",(061) 3839006,http://ronghoanggia.com.vn,Đồng Nai
168,Bảo Ninh Beach Resort,"Hà Dương, Bảo Ninh, Đồng Hới, Quảng Bình","(052) 3854688, 3854866",http://baoninhbeachresort.com.vn,Quảng Bình
169,Công Ty TNHH Thương Mại Tư Vấn Dịch Vụ Du Lịch Văn Hóa Việt,"55B Nguyễn Thị Minh Khai, Phường Bến Thành, Quận 1, Tp. Hồ Chí Minh",(08) 39309717,http://dulichvanhoaviet.com.vn,Hồ Chí Minh
170,Công Ty TNHH MTV Thương Mại Vận Tải Quỳnh Anh,"112A, Cao Thắng, Phường 17, Phú Nhuận, TP. Hồ Chí Minh (TPHCM)",0903 992 967,http://vantaiquynhanh.com,Hồ Chí Minh
171,Công Ty TNHH MTV Du Lịch Vietnam Locals,"Số 78 Nguyễn Phúc Thái, Tp.Huế",(0234) 3511333,http://vietnamlocals.com,
172,Công Ty TNHH Thương Mại Tư Vấn Dịch Vụ Du Lịch Văn Hóa Việt,"55B Nguyễn Thị Minh Khai, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",(08) 3930 9717,http://dulichvanhoaviet.com.vn,Hồ Chí Minh
173,Công Ty TNHH Vũ Ngọc,"1091 Ngô Quyền, Q. Sơn Trà, Tp. Đà Nẵng","(0236) 3831225, 0903.501.225",http://vungoctravel.com,Đà Nẵng
174,Công Ty TNHH MTV Du Lịch Thái Dương,"302 Đường Cộng Hoà, Phường 13, Quận Tân Bình, Tp. Hồ Chí Minh (TPHCM)","(028) 62746427, 66846427, 0938 569 108",https://thaiduonglimousine.com,Hồ Chí Minh
175,Công Ty TNHH Thương Mại  Dịch Vụ  Du Lịch VT Khởi Nghiệp,"101/1 Nguyễn Xiển, KP. Thái Bình 1, P. Long Bình, Quận 9, TP. Hồ Chí Minh (TPHCM)",0907 940 828,,Hồ Chí Minh
176,Công Ty TNHH MTV Dịch Vụ Dầu Khí Sài Gòn Du Lịch,"16 Phùng Khắc Khoan, P. Đa Kao, Q. 1,Tp. Hồ Chí Minh",(08) 38239447,http://www.spsctour.vn/,Hồ Chí Minh
177,Công Ty TNHH Dịch Vụ Du Lịch & Thương Mại KMK,"77A Phan Đình Phùng, Phường Thị Nại, TP. Quy Nhơn, Tỉnh Bình Định",(0256) 3812615,http://kmktourist.com,Bình Định
178,Công Ty Cổ Phần Du Lịch AST,"56 Cầu Gỗ, Q. Hoàn Kiếm, Hà Nội","(04) 39262628, 39262688",http://asttravelvietnam.com,Hà Nội
179,Công Ty TNHH Sao Phương Nam TRAVEL,"165 Phan Chu Trinh, TP. Tam Kỳ, Quảng Nam",(0235) 3828383,http://saophuongnamtravel.com,Quảng Nam
180,Công Ty Cổ Phần Du Lịch Đồng Nai,"105 Hà Huy Giáp, P. Quyết Thắng, Tp. Biên Hòa, Đồng Nai",(061) 3822368,http://dulichdongnai.com,Đồng Nai
181,Công Ty Cổ Phần Du Lịch Đồng Tháp,"Số 6, Đổ Công Tường, Phường 2,  Tp. Cao Lãnh, Tỉnh Đồng Tháp","(067) 3852136,",http://www.dongthaptourist.com,Đồng Tháp
182,Công Ty TNHH Đầu Tư Vận Tải Du Lịch An Tâm,"12/4/17 Nguyễn Sơn, P. Phú Thọ Hoà, Q. Tân Phú, Tp. Hồ Chí Minh (TPHCM)","(028) 66788841, 0938 628 289",http://www.kenhchothuexe.com,Hồ Chí Minh
183,Công Ty TNHH MTV Dịch Vụ Du Lịch Nụ Cười Vàng,"11/22 Xô Viết Nghệ Tĩnh, P. 17, Q. Bình Thạnh, Tp. Hồ Chí Minh",(08) 38404152,http://goldensmiletravel.com,Hồ Chí Minh
184,Công Ty CP Vận Tải Và Dịch Vụ Du Lịch Hà Nội CTH,"23 Sài Đồng, Q. Long Biên, Tp. Hà Nội",093.456.9398,http://xedulichcth.com,Hà Nội
185,Khách Sạn Sunny,"Số 96/2 Trần Phú, Tp. Nha Trang, Tỉnh Khánh Hòa","(0258) 3525244, 3525299",http://anvistagroup.com,Khánh Hòa
186,Công Ty Cổ Phần Du Lịch Đông Hà Travel,"410 Lê Duẩn, TP. Đông Hà, Quảng Trị",(053) 3705588,http://donghatravel.com,Quảng Trị
187,Du Lịch Tam Kỳ,"702 Phan Chu Trinh, Tp. Tam Kỳ, Quảng Nam","(0510) 3907999, 3821333",http://dulichtamky.vn,Quảng Nam
188,Công Ty TNHH MTV Hân Du Travel,"210a Đội Cung, Phường 9, Quận 11, TP. Hồ Chí Minh (TP HCM)",090 380 1195,http://handutravel.com,Hồ Chí Minh
189,Công Ty TNHH Thương Mại Quốc Tế Phương Vượng,"Số 99, Tổ 5, P. Cự Khối, Q. Long Biên, TP Hà Nội (TPHN)",0989.349.409,http://nhanchohang24h.com.vn,Hà Nội
190,Công Ty TNHH Du Lịch Bầu Trời Việt,"Tổ 1, Khu Phố 5, Phường Trảng Dài, TP. Biên Hòa, Đồng Nai","(061) 8875171, 8875173",http://www.dulichbautroiviet.com,Đồng Nai
191,Khách Sạn Hương Duy,"23 Hoàng Đức Lương, An Hải Bắc, Sơn Trà, Tp. Đà Nẵng",(0511) 3937328,http://huongduyhotel.webs.vn,Đà Nẵng
192,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Lợi Đạt,"105 Phạm Ngũ Lão, P. Phạm Ngũ Lão, Q. 1, Tp. Hồ Chí Minh  CN 1: 117 Lý Tự Trọng, P. Bến Thành, Q. 1, TP. Hồ Chí Minh  CN 2: 260 Lê Thánh Tôn, P. Bến Thành, Q. 1, TP. Hồ Chí Minh","(08) 38214623, 38224585",http://loidattourist.com,Hồ Chí Minh
193,Công Ty TNHH Du Lịch Song Châu Đà Lạt,"46 Bùi Thị Xuân, P. 2, Tp. Đà Lạt, Lâm Đồng",(063) 3536567,http://www.songchaudalattravel.com,Lâm Đồng
194,Sapa Stunning View Hotel,"63 Mường Hoa, Sapa, Lào Cai",(020) 3871163,http://stunningviewhotel.com,Lào Cai
195,Doanh Nghiệp Tư Nhân Trương Minh Tiến,"418 Tôn Đức Thắng, P. Hòa Minh, Q. Liên Chiểu, Tp. Đà Nẵng",(0236) 3842868,,Đà Nẵng
196,Công Ty TNHH 9 Rồng,"30B Đường Vành Đai Phi Trường, P. An Thới, Q. Bình Thủy, Tp. Cần Thơ",(0710) 3767224,http://www.vientriyuna.com,Cần Thơ
197,Công Ty TNHH Du Lịch Thương Mại Đất Việt,"75 Trần Quang Khải, TP. Vinh, Tỉnh Nghệ An","(0238) 3845737, 0949 978 898",http://thuexenghean.vn,Nghệ An
198,Công Ty TNHH Thành Bưởi,"266-268 Lê Hồng Phong, P. 4, Q. 5, Tp. Hồ Chí Minh",(08) 38339242,http://www.thanhbuoi.com.vn,Hồ Chí Minh
199,CÔNG TY TNHH DỊCH VỤ DU LỊCH VẬN TẢI ĐẠI VIỆT,"Số 563  Đường Phạm Ngọc Thạch, P. Phú Mỹ, TP. Thủ Dầu Một, T. Bình Dương",06503885988,http://daivietbinhduong.com.vn/,Bình Dương
200,Công Ty TNHH DV Vận Tải Và Du Lịch Ngọc Việt,"86 Đường Số 42, P. 10, Q. 6,Tp. Hồ Chí Minh (TPHCM)",028.2216.6688,http://ngocviettravel.net,Hồ Chí Minh
201,Công Ty Du Lịch An Thành,"Số 9 Đường Thanh Niên, P. Quán Thánh, Q. Ba Đình, Tp. Hà Nội",(04) 37151214,http://anthanhtravel.com,Hà Nội
202,Công Ty Cổ Phần Detra Sài Gòn,"2323/1B Quốc Lộ 1A, P. An Phú Đông, Q. 12, Tp. Hồ Chí Minh (TPHCM)","(028) 37197161, 0906 710 186",http://thuexegiaresaigon.com,Hồ Chí Minh
203,Công Ty TNHH Thương Mại Và Du Lịch Linh Châu,"Số 66, Đường 3, Phù Lỗ, Sóc Sơn, TP Hà Nội (TPHN)",0388 155 155 - 0966 433 366,https://vipsedan.vn,Hà Nội
204,Công Ty CP TM DV Du Lịch Và Quảng Cáo Khám Phá Mới,"146/59/18/155 Vũ Tùng, Khu Phố 2, P. 2, Q. Bình Thạnh, Tp. Hồ Chí Minh  VPDD: 144 Đinh Tiên Hoàng, P1, Q. Bình Thạnh, Tp. Hồ chí Minh","0938756468, 0947 093 535 ",,Hồ chí Minh
205,Công Ty TNHH MTV Du Lịch Hội An Phố,"45 Thái Phiên, Hội An Quảng Nam",(0510) 3928700,http://www.dulichhoian.pro,Hội An Quảng Nam
206,Công Ty Cổ Phần Thương Mại Dịch Vụ Xuất Nhập Khẩu Vinh Linh,"Số 3 Điện Biên Phủ, P. 15, Q. Bình Thạnh, Tp. Hồ Chí Minh","(08) 35141714, 35141715",http://thuexevinhlinh.com.vn,Hồ Chí Minh
207,Công Ty CP Du Lịch Lữ Hành Non Nước Việt,"14/32/72 Đờng 53, Phường 14, Quận gò vấp Tp. Hồ Chí Minh",(08) 62609561,http://nnv.com.vn,Hồ Chí Minh
208,Công Ty TNHH In Đào Gia,"418 Bạch Mai, Hà Nội",(04) 22400890,,Hà Nội
209,CÔNG TY TNHH TM DV VẬN TẢI DU LỊCH VẠN NGÂN,"Tầng 2, 246 Phan Bội Châu, TP. Quy Nhơn, Bình Định",(0256) 3828828,http://vantaidulichvanngan.com/,Bình Định
210,Khách Sạn Bank Star II Cửa Lò,"Số 190, Đường Bình Minh, TX Cửa Lò, Nghệ An",(038) 3952188,http://bankstarcualohotel.com,Nghệ An
211,Công Ty TNHH MTV Du Lịch & Vận Tải Huế Locals,"78 Nguyễn Phúc Thái, Phường Kim Long, Tp. Huế, Tỉnh Thừa Thiên - Huế",(054) 3511333,http://huelocals.com,Thừa Thiên - Huế
212,Công Ty TNHH Một Thành Viên Thương Mại Dịch Vụ Và Du Lịch Nguyễn Bình,"Khu Dân Cư 91/23, Lô 103, Đường 30/4, Q. Ninh Kiều, Tp. Cần Thơ",(071) 3872141,,Cần Thơ
213,Công Ty Du Lịch Bình Phú,"299-7 Trương Vĩnh Ký, P. Tân Thành, Q. Tân Phú, Tp. Hồ Chí Minh",(08) 54445348,http://www.binhphutourist.net,Hồ Chí Minh
214,Công Ty TNHH Thương Mại Và Du Lịch Nụ Cười Huế,"1/6 Trần Quang Khải, P. Phú Hội, Tp. Huế, Thừa Thiên-Huế",(0234) 3883659,http://huesmiletravel.com.vn,Thừa Thiên-Huế
215,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Triều Dương,"482/15/20 Điện biên phủ, Phường 11, Quận 10, TP.Hồ Chí Minh (TP.HCM)",(028) 38333768,http://trieuduongtourist.com,Hồ Chí Minh
216,Công Ty TNHH Dịch Vụ Du Lịch Hoàng Hà D.L,"Số 8D, Đường Nguyễn Ái Quốc, Khu Phố 3, P. Quang Vinh, Biên Hòa, Tỉnh Đồng Nai","(0251) 2221778, 0911 466 334",,Đồng Nai
217,Công Ty TNHH Thương Mại Xây Dựng Vận Tải Thăng Long,"Số 37 đường 70, Tổ Dân phố Ngọc Đại, P.Đại Mỗ, Q.Nam Từ Liêm, TP Hà Nội (TPHN)","(024) 37892085, 0966.599.476",http://vantaithanglong.com.vn,Hà Nội
218,Công Ty TNHH Du Lịch Đại Dương,"78 Đường Nhà Thờ, Khối 6, P. Thu Thủy, TX. Cửa Lò, Nghệ An",(038) 3949678,http://khachsancualo.vn,Nghệ An
219,Công Ty TNHH TM DV Trường Long Phát,"36 Đường DL14, P.Thới Hoà ,TX.Bến Cát, Bình Dương",(0274) 3555855,http://truonglongphat.vn,Bình Dương
220,Công Ty TNHH Dịch Vụ Du Lịch Đoàn Khang,"97 Tôn Thất Hiệp, F. 13, Q. 11, Tp. Hồ Chí Minh",(08) 39623919 ,http://www.didulichgiare.vn,Hồ Chí Minh
221,Công Ty TNHH MTV Dịch Vụ Du Lịch Mặt Trời Mọc Phú Quốc,"Số 57/12 Trần Hưng Đạo, Dương Đông, Phú Quốc, Tỉnh Kiên Giang",(0297) 3992361,http://phuquocsunrise.com,Kiên Giang
222,Công Ty TNHH Đầu Tư Dịch Vụ Vận Tải Và Du Lịch Net Việt,"42 Trung Yên 3, P. Trung Hòa, Q. Cầu Giấy, Hà Nội",(04) 37836238,http://www.netviettravel.vn,Hà Nội
223,Công Ty Cổ Phần Ô Tô Mai Anh,"Số 61 Đường Trần Hưng Đạo, P. Đội Cung, TP. Vinh, Nghệ An","0913060499, 0972850499",,Nghệ An
224,Công Ty TNHH Du Lịch Và Dịch Vụ HT Việt Nam,"Phòng 201, Số 442, Đ. Bạch Đằng, P. Chương Dương, Hoàn Kiếm, Tp. Hà Nội",(04) 39329527,http://httourism.vn,Hà Nội
225,Công Ty TNHH Thương Mại Dịch Vụ Địa ốc Và Du Lịch Đại Dương,"72/711A Nguyễn Văn Nghi, P. 7, Q. Gò Vấp, Tp. Hồ Chí Minh","(08) 62565612, 62565612",http://daiduongtravel.com.vn,Hồ Chí Minh
226,Công Ty TNHH Lai Hoàn Cầu ( Trạm Điều Hành Xe DL Hoàn Cầu),"17 Dương Bá Trạc, Phường 1, Quận 8, Tp. Hồ Chí Minh",(08) 38511120,http://laihoancau.com,Hồ Chí Minh
227,Công Ty Cổ Phần Đầu Tư Thương Mại Và Du Lịch Tuấn Minh,"Số 7, Ngõ 89, Đường Lê Đức Thọ, Q. Nam Từ Liêm, TP Hà Nội (TPHN)","(024) 66806555, 0914.246.986",http://tuanminhtravel.com,Hà Nội
228,Công Ty TNHH Thương Mại Xuất Nhập Khẩu T&T,"619B Phạm Thế Hiển, P. 4, Q. 8, Tp. Hồ Chí Minh",(028) 38501481,,Hồ Chí Minh
229,Công Ty TNHH Thương Mại Và Dịch Vụ Đại Đồng Đen,"Số 14, Lô 1, Khu Phố 1A, Phường An Phú, Thị Xã Thuận An, Tỉnh Bình Dương",039 381 5704,http://www.daidongden.com,Bình Dương
230,Doanh Nghiệp Tư Nhân Nguyên Thành Đạt,"Số 47 Đại Lộ Tôn Đức Thắng, An Đồng, H. An Dương, Tp. Hải Phòng","(0225) 3835587, 0903.446.448",http://www.xedulichhaiphong.net,Hải Phòng
231,Công Ty TNHH Đầu Tư Và Phát Triển Thương Mại Làng Việt,"NV1.13 KĐT Viglacera Tây Mỗ, 272 Hữu Hưng, Tây Mỗ, Q. Nam Từ Liêm, TP Hà Nội (TPHN)",(024) 39976610 - 0912 683 836,http://vietvillagestravel.com,Hà Nội
232,Công Ty TNHH MTV Bnt Travel,"33 Bà Triệu, Phường Xuân Phú, TP Huế, Tỉnh Thừa Thiên Huế",0917458000,http://www.bnttravel.com.vn,Thừa Thiên Huế
233,Công Ty Cổ Phần Thương Mại Dịch Vụ Và Du Lịch Tâm Nguyên Phát - Du Lịch Miền Trung Tourist,"390 Nguyễn Hoàng, Vĩnh Trung, Q. Thanh Khê, Tp. Đà Nẵng",0905 369 896,http://danangtourist.net.vn,Đà Nẵng
234,Công Ty Cổ Phần Vận Tải Du Lịch Hưng Long,"338 Trần Khát Chân, Q. Hai Bà Trưng, Hà Nội",(04) 22121855,http://hunglongtravel.com.vn,Hà Nội
235,Công Ty TNHH Du Lịch EĐen,"64/96 Lê Lai, Phường Bến Thành, Quận 1, Tp. Hồ Chí Minh",(08) 39251188,http://www.edentravel.com.vn,Hồ Chí Minh
