,Name,Nganh,Khu vuc,Dia Chi,Phone
207,Công Ty TNHH Việt Khánh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Sơn La,"222 Đường Trần Đăng Ninh, Tp. Sơn La, Sơn La",(0212) 3856029                                 
208,Công Ty Cổ Phần Đầu Tư TM & XNK Đức Thịnh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 16A, Ngõ 89, Phố Quan Nhân, P. Nhân Chính, Q. Thanh Xuân, Hà Nội",(024) 66881679                                
209,Công Ty TNHH Xuất Nhập Khẩu TM Và DV Thành Dũng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 10 hẻm 3/2/20 Thái Hà, P. Trung Liệt, Q. Đống Đa Hà Nội",0987823033                              
210,Dầu Nhớt KTC - Công Ty Cổ Phần Dầu Nhớt KTC,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"31 B Lê Thánh Tôn, P. Bến Nghé, Q. 1, Tp. Hồ Chí Minh (TPHCM)",0901313168                              
211,Công Ty TNHH Dịch Vụ Ô Tô Tiến Thành,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"50D, Ngõ 2, Phố Lạc Nghiệp, Hai Bà Trưng, Hà Nội",(024) 0912469190                              
212,Cửa Hàng Phụ Tùng Ô Tô Dương Gia,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"53 Kinh Dương Vương, P. 12, Q. 6, Tp. Hồ Chí Minh (TPHCM)",(028) 38750187                                
213,Cửa Hàng Lốp - Lazang - ắc Quy Sơn Sự,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 805 Giải Phóng, Q. Hoàng Mai, Hà Nội",0966359055                              
214,Công Ty Cổ Phần Xuất Nhập Khẩu Phụ Tùng Ô Tô Miền Bắc,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 16B, Ngõ 4, Đ. 800A, P. Nghĩa Đô, Q. Cầu Giấy, Hà Nội",(024) 62690072                                
215,MTC AUTO - Công Ty Cổ Phần MTC Auto Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Km 12+300, Quốc lộ 1A, Xã Vĩnh Quỳnh, Huyện Thanh Trì, Hà Nội Hà Nội",(024) 37623963                                
216,Công Ty TNHH TM Và Đầu Tư Đức Hùng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Quảng Bình,"Đường Quang Trung, TK Diêm Hải, P. Phú Hải, TP. Đồng Hới, Quảng Bình",0943112255                              
217,Cửa Hàng Phụ Tùng Ô Tô Ngọc Hiếu,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"100 Lê Gia Định, P. Đông Nhân, Hai Bà Trưng, Hà Nội",(024) 39766578                                
218,Công Ty Phụ Tùng Ô Tô Hoàng Duy,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 15D/130 Nguyễn Khoái, P. Thanh Lương, Q. Hai Bà Trưng, Hà Nội",(024) 39874699                                
219,Trung Tâm Trang Trí Đồ Chơi Ô Tô Anh Thi (Phụ Tùng Ô TÔ Anh Thi),"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"397-399-401 An Dương Vương, P. 3, Q. 5, Tp. Hồ Chí Minh (TPHCM)","(028) 39381016, 0903863982                    "
220,Công Ty TNHH Ô Tô Hoa Tài Thành Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bình Thuận,"268 Thôn Thái Hòa, X. Hồng Thái, H. Bắc Bình, Bình Thuận",0903363840                              
221,Phụ Tùng Ô Tô Anh Khôi - Công Ty TNHH Thương Mại Dịch Vụ Kinh Doanh Phụ Tùng Ô Tô Anh Khôi,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"678 Trường Chinh, P. 15, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM)",0909627678                              
222,Công Ty CP Toyota Bình Dương,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bình Dương,"Lô C13A, Đường Hùng Vương, P. Hòa Phú, TP. Thủ Dầu Một, Bình Dương",1900633697                              
223,Doanh Nghiệp Tư Nhân Thương Mại Dịch Vụ Kim Vĩnh Phát,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"46 Phan Xích Long, P. 3, Q. Phú Nhuận, Tp. Hồ Chí Minh (TPHCM)",(028) 39900541                                
224,Công Ty TNHH Nội Ngoại Thất Ô Tô Trường An,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"511-513 An Dương Vương, Q. 5, Tp. Hồ Chí Minh (TPHCM)",(028) 39381724                                
225,Công Ty TNHH Kỹ Nghệ Felix,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hải Phòng,"Thôn Bắc, X. Lưu Kiếm, H. Thủy Nguyên, Tp. Hải Phòng",(0225) 3692194                                 
226,MTC AUTO - Công Ty Cổ Phần MTC Auto Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Km 12+300, Quốc lộ 1A, Xã Vĩnh Quỳnh, Huyện Thanh Trì, Hà Nội Hà Nội",(024) 37623963                                
227,Công Ty TNHH XNK Thiên Minh Autosafety,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 88 Khúc Thừa Dụ, P. Dịch Vọng, Q. Cầu Giấy, Hà Nội",0828300714                              
228,Công Ty TNHH Phụ Tùng Ô Tô Autolink,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"46/3E Nguyễn ảnh Thủ, ấp Hậu Lân, X. Bà Điểm, H. Hóc Môn, Tp. Hồ Chí Minh (TPHCM)",62548905                                
229,Công Ty Mercedes-Benz Tại Đà Nẵng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Đà Nẵng,"113 Nguyễn Hữu Thọ, Q. Hải Châu, Tp. Đà Nẵng",0931774444                              
230,Ô Tô Việt - Công Ty Cổ Phần Ô Tô Việt,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"336 Lê Trọng Tấn, P. Tây Thạnh, Q. Tân Phú, Tp. Hồ Chí Minh (TPHCM)",(028) 38127979                                
231,Công Ty TNHH Công Nghiệp Hồng Hà PT,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"435 Trần Khát Chân, P. Thanh Nhàn, Q. Hai Bà Trưng, Hà Nội Hà Nội",(024) 66556655                                
232,Công Ty Cổ Phần Xuất Nhập Khẩu Máy Và Phụ Tùng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 558 Nguyễn Văn Cừ, Q. Long Biên Hà Nội",(024) 38271722                                
233,Công Ty TNHH Thương Mại Dịch Vụ Hoàng Nhật Tân,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"37L Cư Xá  Phú Lâm D, Lý Chiêu Hoàng, Phường 10, Quận 6, Tp. Hồ Chí Minh (TPHCM)",(028) 62767086                                
234,Đức Lâm Auto - Công Ty Cổ Phần Vật Tư Hạ Long,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hải Phòng,"378B Đường Lê Thánh Tông, Q. Ngô Quyền, Tp. Hải Phòng",(0225) 3555588                                 
235,Công Ty TNHH Quang Tử,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 12 Ngõ 169/2/1 Thái Hà, P. Láng Hạ, Q. Đống Đa, Hà Nội",(024) 38574625                                
236,Công Ty TNHH Phụ Tùng Ô Tô Hoàng Nguyên,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 335 Phố Trần Khát Chân, Phường Thanh Nhàn , Q. Hai Bà Trưng, Hà Nội","(024) 39764039, 0962036096                    "
237,Công Ty TNHH X.E Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 10 ngõ 15 Ngọc Hồi, Hoàng Mai, Hà Nội",(024) 36815722                                
238,Công Ty TNHH CP DHU,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 20A, ngõ 175 Lạc Long Quân, Tổ 4, P. Nghĩa Đô, Q. Cầu Giấy, Hà Nội","0941468118, 0949886889                  "
239,"VPĐD Dalim Special Vehicle Co., Ltd","Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"203 Lô A, KCN. Tân Bình, Đường C8, P. Tây Thạnh, Q. Tân Phú, Tp. Hồ Chí Minh (TPHCM)",0903740909                              
240,Việt Hàn - Công Ty TNHH Thương Mại & Dịch Vụ Kỹ Thuật Việt Hàn,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Khu Định Cư Định Công, C1 Lô 64,X. Đại Kim, Q. Hoàng Mai, Hà Nội",(024) 22163168                                
241,Công Ty Phụ Tùng Ôtô CPA,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 14, Ngõ 279 Trần Khát Trân, Hai Bà Trưng Hà Nội",0986829800                              
242,Công Ty TNHH Thương Mại Và Dịch Vụ Hợp Phát Phú Thọ,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Phú Thọ,"Tổ 11, Khu Núi Trang, TT. Phong Châu, H. Phù Ninh, Phú Thọ",0967737393                              
243,Công Ty TNHH TM Sài Gòn Parts,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"23/11 Đường 27, KP 9, P. Hiệp Bình Chánh, Q. Thủ Đức, Tp. Hồ Chí Minh (TPHCM)","(028) 73053789, Hotline: 0971229329           "
244,Công Ty CP Công Nghệ Auto Châu á,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"561 Nguyễn Văn Linh, Q. Long Biên, Hà Nội",0965825925                              
245,Công Ty TNHH Xuất Nhập Khẩu TM Và DV Thành Dũng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 10 hẻm 3/2/20 Thái Hà, P. Trung Liệt, Q. Đống Đa Hà Nội",0987823033                              
246,ARMAN SANAT FAJR Co.,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Alborz,"Đường Ladan, Quảng trường Sanat, TP. Nazarabad City, Sajbolagh, Alborz",+98 4533 3190 026                       
247,Công Ty TNHH Winny Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Đội 7, Hòe Thị, X. Xuân Phương, H. Từ Liêm, Hà Nội",(024) 22107022                                
248,Công Ty Cổ Phần Đầu Tư Thương Mại An Đô,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 168 Phạm Văn Đồng, P. Xuân Đỉnh, Q. Bắc Từ Liêm, Hà Nội",0989230230                              
249,Chi Nhánh Công Ty CP Lốp Xe Viettire An Phú - Cửa Hàng Viettire An Phú,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"E9/33A, Quốc Lộ 1A, Kp. 5, TT. Tân Túc, H. Bình Chánh, Tp. Hồ Chí Minh (TPHCM)",(028) 37607189                                
250,Công Ty Cổ Phần Đầu Tư TM & XNK Đức Thịnh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 16A, Ngõ 89, Phố Quan Nhân, P. Nhân Chính, Q. Thanh Xuân, Hà Nội",(024) 66881679                                
251,Công Ty Cổ Phần ELEMASTER ELECTRIC Bình An,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Ninh Xá, Ninh Sở, Thường Tín, Hà Nội",(024) 36821431                                
252,Công Ty Cổ Phần Xuất Nhập Khẩu Phụ Tùng Ô Tô Miền Bắc,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 16B, Ngõ 4, Đ. 800A, P. Nghĩa Đô, Q. Cầu Giấy, Hà Nội",(024) 62690072                                
253,Công Ty TNHH Nguyễn Danh Sài Gòn,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"336/50A Phan Văn Trị, P. 11, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 62853193                                
254,Cửa Hàng Kỹ Thuật ô Tô Đa Lộc,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"190/35 Nguyễn Tiểu La, P. 8, Q. 10, Tp. Hồ Chí Minh (TPHCM)",0907116468                              
255,Công Ty TNHH Cơ Khí TM Lực Sanh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"598 Nguyễn Chí Thanh, P. 7, Q. 11, Tp. Hồ Chí Minh (TPHCM)",(028) 38573426                                
256,Công Ty TNHH Máy Và Dịch Vụ TZ Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 1/1 Huỳnh Văn Nghệ, Phường Phúc Đồng, Quận Long Biên, Hà Nội",(024) 37585154                                
257,Công ty TNHH MTV TM Và Vận Tải Đỗ Gia,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 5 Dãy B11 Đầm Trấu, P. Bạch Đằng, Q. Hai Bà Trưng, Hà Nội",(024) 77789789                                
258,Công Ty TNHH Công Nghiệp Phú Kim,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 1/1, Đường Huỳnh Văn Nghệ, P. Phúc Đồng, Q. Long Biên, Hà Nội","0976762406, 0902218773                  "
259,Kính Ô Tô Minh Hoàng - Công Ty TNHH XNK Kinh Doanh Thương Mại Minh Hoàng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"561 Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","(024) 36343926, 0906146383                    "
260,Công Ty TNHH Thương Mại Dịch Vụ Thái Hòa Phát,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Đồng Nai,"Số 765, ấp Ngũ Phúc, Quốc Lộ 1A, X. Hố Nai 3, H. Trảng Bom, Đồng Nai",(0251) 3985529                                 
261,Hyundai Kinh Công Ty TNHH Sài Gòn Ô Tô Nguyễn Quang,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"701 Kinh Dương Vương, P. An Lạc, Q. Bình Tân, Tp. Hồ Chí Minh (TPHCM)",(028) 37555599                                
262,Cửa Hàng H&T Auto - Chuyên Độ Và Đổi Màu Nội Thất Ô Tô,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"37 Đường số 2, P. Trường Thọ, TP. Thủ Đức, Tp. Hồ Chí Minh (TPHCM)",0559589533                              
263,Công Ty TNHH Thương Mại - Dịch Vụ Dân Sinh B.A,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Đồng Nai,"Số 1H/1, KP. 1, P. Bình Đa, Tp. Biên Hòa, Đồng Nai",(0251) 3813883                                 
264,Shop Phụ Tùng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"44 Bạch Vân, P. 5, Q. 5, Tp. Hồ Chí Minh (TPHCM)",0798901219                              
265,Cửa Hàng Phụ Tùng Ô Tô Sáu Chiêu Điện Biên Phủ,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"307 Điện Biên Phủ, P. 15, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 38992877                                
266,Công Ty CP Dịch Vụ Ô Tô Bình Thuận,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bình Thuận,"Lô 4/3, Đường Số 4, KCN Phan Thiết 1, X. Phong Nẫm, TP. Phan Thiết, Bình Thuận",1900868635                              
267,Công Ty Cổ Phần Ô Tô Tata - Chi Nhánh TP. HCM,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"1456 QL 1A, P. Thới An, Q. 12, Tp. Hồ Chí Minh (TPHCM)",0964354377                              
268,Công ty TNHH Công Nghiệp và Thương Mại July Hubei,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hubei,"Tầng 4, Số 37, Đường Bailang Zhong, Thành phố Shiyan, Hubei",(+86) 13657190447                             
269,Công Ty TNHH Giá Xe Ô Tô,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 1B Ngách 110/30, Đường Nguyễn Hoàng Tôn, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",0988079989                              
270,Công ty TNHH Phụ tùng Oto Qingdao Allmax,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Bắc,"Số 1 Đường Cửu Hà, Khu Công nghiệp Tiểu Lưu, Hành Thủy Hà Bắc",(+86) 53285654566                             
271,Công Ty TNHH Thương Mại và Du Lịch Thịnh Long,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Tổ 1 Yên Tân, P. Ngọc Thuỵ, Q. Long Biên, Hà Nội",(024) 8733968                                 
272,Phụ Tùng Ô Tô Hữu Hạnh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"190/35 Nguyễn Tiểu La, P. 8, Q. 10, Tp. Hồ Chí Minh (TPHCM)",0945979600                              
273,Công Ty TNHH MTV TM Văn Huy Motor,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"242/17A-242/17B Thoại Ngọc Hầu, P. Phú Thạnh, Q. Tân Phú, Tp. Hồ Chí Minh (TPHCM)",(028) 39737261                                
274,Phụ Tùng Ô Tô Thành Danh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Đồng Nai,"Ngã 3 Dầu Giây, X. Bàu Hàm 2, H. Thống Nhất, Đồng Nai",0972128424                              
275,Công Ty TNHH Phát Triển Thương Mại và Dịch Vụ Hoàng Huy,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"25/4 Đường Số 3, Phường Bình An, Quận 2 Tp. Hồ Chí Minh (TPHCM)",0938 678 081                            
276,Doanh Nghiệp Tư Nhân Trịnh Võ Xuất Nhập Khẩu Thương Mại,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"243 Thích Quảng Đức, P. 4, Q. Phú Nhuận, Tp. Hồ Chí Minh (TPHCM)",(028) 38456847                                
277,Ô Che Nắng Ô Tô,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"46 Khu Phố 3, TT Hóc Môn, Tp. Hồ Chí Minh (TPHCM)",0938555693                              
278,Hyundai Kinh Công Ty TNHH Sài Gòn Ô Tô Nguyễn Quang,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"701 Kinh Dương Vương, P. An Lạc, Q. Bình Tân, Tp. Hồ Chí Minh (TPHCM)",(028) 37555599                                
279,Công Ty TNHH Sơn Kim Anh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"Số 01 Hồ Ngọc Cẩn, Phường Tân Thành, Quận Tân Phú, Tp. Hồ Chí Minh (TPHCM)",(028) 62678296                                
280,Công Ty TNHH Đầu Tư Kỹ Thuật Thành Đạt,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"748 Nguyễn Khoái, Quận Hoàng Mai, Hà Nội",0981558999                              
281,Công Ty TNHH MTV Dragon Auto Speed,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh,"435Q Phạm Văn Đồng, P. 11,Q. Bình Thạnh, Tp. Hồ Chí Minh",0906329986                              
282,Phụ Tùng Ô Tô - Công Ty Cổ Phần ICV World (ICV World Group),"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hải Phòng,"P.439 Tòa Nhà Thành Đạt 1, Số 3 Lê Thánh Tông, Phường Máy Tơ, Quận Ngô Quyền, Tp. Hải Phòng","1900 34 39, 0934 366 959                "
283,Công Ty TNHH Phụ Tùng Ô Tô AEA,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"Tầng Lửng, Cao &#7888c Đại Thanh Bình, 911-917 Nguyễn Trãi, P. 14, Q. 5, Tp. Hồ Chí Minh (TPHCM)",0904434434                              
284,Lốp Xe Hoàng Tiến Phát - Công Ty TNHH Thương Mại Dịch Vụ Xuất Nhập Khẩu Hoàng Tiến Phát,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"80 Đường Số 2, KDC Vĩnh Lộc, P. Bình Hưng Hòa B, Q. Bình Tân, Tp. Hồ Chí Minh (TPHCM)",0977 904 888                            
285,Công Ty TNHH Thiết Bị Và Dịch Vụ Bảo Hà,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"TDP Số 4, P. Phú Lãm, Q. Hà Đông, Hà Nội",0948810246                              
286,Công Ty TNHH Xuất Nhập Khẩu Thiết Bị Công Nghiệp Thường Nam Phát,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Đà Nẵng,"K368/1 Nguyễn Phước Nguyên, P. An Khê, Q. Thanh Khê, Tp. Đà Nẵng",0905151538                              
287,Kính Ô Tô Minh Hoàng - Công Ty TNHH XNK Kinh Doanh Thương Mại Minh Hoàng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"561 Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","(024) 36343926, 0906146383                    "
288,Công Ty TNHH Thương Mại Dịch Vụ Ngọc ẩn,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"26 Gò Dưa, P. Tam Bình, Q. Thủ Đức, Tp. Hồ Chí Minh (TPHCM)",0903805462                              
289,Dây Curoa Hàm Long - Công Ty TNHH MTV Dịch Vụ Xây Dựng Hàm Long,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bắc Ninh,"Khu Triều Thôn, Phường Nam Sơn, Thành Phố Bắc Ninh, Bắc Ninh",0974 311 366                            
290,Công Ty Phụ Tùng Ô Tô Trường Thành,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"405 Kim Ngưu, Q. Hai Bà Trưng, Hà Nội","(024) 35655999, 0962 833 995                  "
291,Công Ty TNHH Một Thành Viên Thương Mại Và Dịch Vụ Hương Hùng Thúy,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 502 Đường Ngọc Hồi, Ga Văn Điển, H. Thanh Trì, Hà Nội",(024) 36815891                                
292,Sản Xuất Theo Đơn Đặt Hàng (Nhựa) - Công Ty TNHH Sản Xuất Linh Kiện Nhựa Thaco,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Quảng Nam,"KCN Cơ Khí Ô Tô Chu Lai Trường Hải, Quảng Nam",Hotline: 0935.266.544                   
293,Công Ty Cổ Phần Suncar,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Vĩnh Phúc,"Khu Trại Giao, Đường Nguyễn Tất Thành, P. Khai Quang, TP. Vĩnh Yên, Vĩnh Phúc",0813365365                              
294,Suzuki World,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"Số 2 Phổ Quang, P. 2, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM)",0935154697                              
295,Cửa Hàng Phụ Tùng Ô Tô Sáu Chiêu Cộng Hòa,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"305 Cộng Hòa, P. 13, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM)","(028) 38122683, 0969971075                    "
296,Công ty TNHH Youngjin Auto Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bình Dương,"10 VSIP II-A, Đường Hoà Bình, KCN Việt Nam-Singapore II-A, Xã Vĩnh Tân, Thị Xã Tân Uyên, Bình Dương","(0274) 2222323, 0982900698                     "
297,Bố Thắng Phú Nguyên,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"71 Lạc Long Quân, P. 1, Q. 11, Tp. Hồ Chí Minh (TPHCM)",0906368879                              
298,Công Ty TNHH Thương Mại Toàn Cầu MKT,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 1 ngõ 2/29 đường Phương Canh, P. Xuân Phương, Q. Nam Từ Liêm, Hà Nội",0919293322                              
299,Cửa Hàng Phụ Tùng Ô Tô Sáu Chiêu Điện Biên Phủ,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"307 Điện Biên Phủ, P. 15, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 38992877                                
300,Xưởng Gia Công Cơ Khí Đột Dập Tuấn Mây,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"KCN Thanh Thùy, Thôn Rùa Hạ , X. Thanh Thùy, H. Thanh Oai, Hà Nội",0988633746                              
301,Công Ty The Coast,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bà Rịa-Vũng Tàu,"300A Phan Chu Trinh, Bà Rịa-Vũng Tàu",0898885214                              
302,Công Ty Cổ Phần Toyota Thăng Long - Đại Lý Toyota Thăng Long,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"316 - 318 Cầu Giấy, Dịch Vọng, Q. Cầu Giấy, Hà Nội",0988777886                              
303,Công Ty Cổ Phần Đầu Tư Thạch Kim - ThachkimAuto,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"Số 13, LK2, 200 Đường 3 Tháng 2, Phường 11, Quận 10, Tp. Hồ Chí Minh (TPHCM)","0938009286,                             "
304,Công ty TNHH Công Nghiệp và Thương Mại July Hubei,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hubei,"Tầng 4, Số 37, Đường Bailang Zhong, Thành phố Shiyan, Hubei",(+86) 13657190447                             
305,Công Ty TNHH XNK Phụ Tùng Ô Tô Đức Anh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 16 Nguyễn Bồ, Thanh Trì, Hà Nội",0947888627                              
306,Công Ty TNHH Thiết Bị Điện Tử  DAEWOO Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bình Dương,"Khu Sản Xuất Tân Định, P. Tân Định, TX. Bến Cát, Bình Dương",(0274) 3560101Hotline: 0903 728 090        
