Name,Address,Phone,Province,Service
Minh Thắng - Công Ty Cổ Phần Minh Thắng,"Tổ 1, Khu Phố Hương Sơn, P. Long Hương, TX. Bà Rịa, Bà Rịa-Vũng Tàu",(0254) 3741741                                 ,Bà Rịa-Vũng Tàu,Taxi
Mai Linh An Giang - Công Ty Cổ Phần Mai Linh An Giang,"414 P. Mỹ Phước,Trần Hưng Đạo, Tp. Long Xuyên, An Giang",(0296) 3922266                                 ,An Giang,Taxi
Mai Linh Tiền Giang - Công Ty Cổ Phần Mai Linh Tiền Giang,"294D Lý Thường Kiệt B, P. 5, Tp. Mỹ Tho, Tiền Giang",(0273) 3878787                                 ,Tiền Giang,Taxi
ánh Dương Việt Nam - Chi Nhánh Công Ty Cổ Phần ánh Dương Việt Nam,"9/2 Đồng Khởi, P. Tân Hiệp, Tp. Biên Hòa, Đồng Nai",(0251) 8878188                                 ,Đồng Nai,Taxi
Hợp Tác Xã Vận Tải Du Lịch Taxi 12,"327B Lê Hồng Phong, P. 2, Q. 10, Tp. Hồ Chí Minh (TPHCM)",(028) 38304050                                ,Tp Hcm,Taxi
Hai Bảy Bảy - Công Ty TNHH Dịch Vụ Vận Tải Hai Bảy Bảy,"162 Tuệ Tĩnh, P. 12, Q. 11, Tp. Hồ Chí Minh (TPHCM)",(028) 39620620                                ,Tp Hcm,Taxi
Sài Gòn Sân Bay - Công Ty Cổ Phần Sài Gòn Sân Bay,"44 Hoàng Việt, P. 4, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM)",(028) 38117224                                ,Tp Hcm,Taxi
Mai Linh Long An - Công Ty Cổ Phần Mai Linh Long An,"355 Quốc Lộ 1, P. 4, TX. Tân An, Long An",(0272) 3837837                                 ,Long An,Taxi
Taxi Xanh Petro Việt Nam-Cty Cổ Phần Dịch Vụ Vận Tải Dầu Khí Cửu Long,"18 Nguyễn Cửu Vân, P. 17, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 38353535                                ,Tp Hcm,Taxi
Sài Gòn Hoàng Long - Công Ty TNHH Một Thành Viên Taxi Sài Gòn Hoàng Long,"281-283 An Dương Vương, P. 3, Q. 5, Tp. Hồ Chí Minh (TPHCM)",(028) 38336868                                ,Tp Hcm,Taxi
Ngôi Sao Tương Lai - Công Ty Cổ Phần Ngôi Sao Tương Lai,"714/44 Xô Viết Nghệ Tĩnh, P. 25, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 38181818                                ,Tp Hcm,Taxi
Mai Linh Tây Ninh - Công Ty Cổ Phần Mai Linh Tây Ninh,"786/A TT. Bến Cầu,Khu 3, H. Bến Cầu, Tây Ninh",(0276) 3765656                                 ,Tây Ninh,Taxi
Taxi Duy Hưng - Công Ty TNHH Taxi Duy Hưng,"A32 Huỳnh Văn Cù, P. Hiệp Thành, TX. Thủ Dầu Một, Bình Dương",(0274) 3848484                                 ,Bình Dương,Taxi
Công Ty Taxi Việt Nam Liên Doanh,"Khu Công Nghiệp Tân Bình, Lô 4-15B,Đường Số 4, P. Tây Thạnh, Q. Tân Phú, Tp. Hồ Chí Minh (TPHCM)",(028) 38111111                                ,Tp Hcm,Taxi
