,Name,Nganh,Khu vuc,Dia Chi,Phone
104,Công Ty TNHH Thương Mại Dịch Vụ Giao Thông Phước Hoàng Anh,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," Tòa Nhà Hành Chính Tầng 46 Bitexco, P. Bến Nghé , Q. 1, Tp. Hồ Chí Minh, Việt Nam",0932109595
105,Công Ty TNHH MTV Thương Mại Vận Tải Và Du Lịch Đức Phú,Cho Thuê Xe Du Lịch,Hà Nội," Số 8A Tổ 28, Nguyễn Thị Định, P. Trung Hòa, Q. Cầu Giấy, Hà Nội, Việt Nam",(024) 35558297
106,Công Ty TNHH MTV Du Lịch Hội An Phố,Cho Thuê Xe Du Lịch,Hội An Quảng Nam," 45 Thái Phiên, Hội An Quảng Nam, Việt Nam",(0235) 3928700
107,Công Ty TNHH Thịnh Hưng,Cho Thuê Xe Du Lịch,Vĩnh Phúc," Quất Lưu, Bình Xuyên, Vĩnh Phúc, Việt Nam",(0211) 3595959
108,Công Ty TNHH Dịch Vụ Du Lịch Trà My,Cho Thuê Xe Du Lịch,TP.Bắc Ninh Bắc Ninh," Số Nhà 149, Đường Rạp Hát, P.Vệ An, TP.Bắc Ninh Bắc Ninh, Việt Nam",(0222) 3816818
109,Công Ty TNHH Du Lịch & Thương Mại Phú Bảo Khang,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 39 Nguyễn Thượng Hiền, P. 5, Q. Bình Thạnh, Tp. Hồ Chí Minh, Việt Nam",(028) 35150208
110,Công Ty TNHH MTV Du Lịch Sinh Thái Bảo Duyên,Cho Thuê Xe Du Lịch,Bến Tre," 28D, An Thuận A, P. Mỹ Thạnh An, TP. Bến Tre, Bến Tre, Việt Nam",0948639683
111,Công Ty TNHH Thương Mại Và Dịch Vụ Nghệ An,Cho Thuê Xe Du Lịch,Nghệ An," Số 128 Hải Thượng Lãn Ông, P. Hà Huy Tập, Tp. Vinh, Nghệ An, Việt Nam",(0238) 8500949
112,Công Ty TNHH MTV Du Lịch Mỹ Anh Hội An,Cho Thuê Xe Du Lịch,Quảng Nam," 333 Cửa Đại, Tp. Hội An, Quảng Nam, Việt Nam",(0235) 3914655
113,Dịch Vụ Cho Thuê  Xe Tại Long Xuyên,Cho Thuê Xe Du Lịch,An Giang," 8 Trần Bình Trọng, Mỹ Xuyên, Long Xuyên, An Giang, Việt Nam",0918375120
114,Công Ty TNHH Du Lịch & Vận Chuyển Những Người Bạn Quốc Tế,Cho Thuê Xe Du Lịch,Tp. Đà Nẵng," 48 Dương Bá Trạc, P. Hòa Cường Nam, Q. Hải Châu, Tp. Đà Nẵng, Việt Nam",(0236) 3509965
115,Cho Thuê Xe Đức Phúc - Công ty TNHH Dịch Vụ Thường Mại Và Sản Xuất Đức Phúc,Cho Thuê Xe Du Lịch,Bắc Ninh," Đường Võ Cường 17, KĐT HUD, P. Võ Cường, TP. Bắc Ninh, Bắc Ninh, Việt Nam",0982098850
116,Công Ty CP TM DV Vận Chuyển Hanoitrans,Cho Thuê Xe Du Lịch,Q. Long Biên Hà Nội," 25/154 Việt Hưng, P. Việt Hưng, Q. Long Biên Hà Nội, Việt Nam",(024) 38779977
117,Công Ty CP Phú Mỹ Phát,Cho Thuê Xe Du Lịch,Tp. Đà Nẵng," 495 Nguyễn Hữu Thọ, Q. Hải Châu, Tp. Đà Nẵng, Việt Nam",0905627627 -  0977 627 627
118,Công Ty TNHH Nhà Nước Một Thành Viên Du Lịch Công Đoàn Hà Nội,Cho Thuê Xe Du Lịch,Hà Nội," 98 Tô Ngọc Vân, P. Quảng An, Q. Tây Hồ, Hà Nội, Việt Nam",(024) 37192197
119,Công Ty TNHH Thương Mại - Quảng Cáo - Dịch Vụ Du Lịch Đất Việt,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 59/1 Trần Phú, P. 4, Q. 5, Tp. Hồ Chí Minh, Việt Nam",(028) 38355299
120,Công Ty TNHH Thương Mại Và Dịch Vụ Du Lịch Hà Trang,Cho Thuê Xe Du Lịch,Khánh Hòa," 194 Ngô Gia Tự, Tp. Nha Trang, Khánh Hòa, Việt Nam",0914 217 219
121,Công Ty Cổ Phần Tập Đoàn Liên Kết Hùng Vương,Cho Thuê Xe Du Lịch,Phú Thọ," Tổ 44, Khu 5, Phường Nông Trang, Thành Phố Việt Trì, Phú Thọ, Việt Nam",(0210) 3898555
122,Công Ty TNHH TM DV Vận Tải Du Lịch Tất Thành Đạt,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," Số 25/B1, Đường Trung Mỹ Tây 2A, KP. 2, P. Trung Mỹ Tây, Q. 12, Tp. Hồ Chí Minh, Việt Nam",(028) 62522646
123,Công Ty TNHH Đầu Tư Dịch Vụ Vận Tải Và Du Lịch Net Việt,Cho Thuê Xe Du Lịch,Q.Thanh Xuân Hà Nội," 467 Đ. Nguyễn Trãi, Q.Thanh Xuân Hà Nội, Việt Nam",0916 708 483
124,Công Ty TNHH Du Lịch Và Vận Tải Asia Limousine,Cho Thuê Xe Du Lịch,Quận Hai Bà Trưng Hà Nội," Số 9 Ngõ 31, Phố Đồng Nhân , Phường Đồng Nhân, Quận Hai Bà Trưng Hà Nội, Việt Nam",0981481571
125,Công Ty TNHH Vận Tải Du Lịch Và Thương Mại Vũ Khoa,Cho Thuê Xe Du Lịch,Tp. Đà Nẵng," Lô 14 Lê Hữu Khánh, P. Khuê Mỹ, Q. Ngũ Hành Sơn, Tp. Đà Nẵng, Việt Nam",(0236) 3552768
126,Du Lịch Gia Cát Bảo,Cho Thuê Xe Du Lịch,Quận 6 Tp. Hồ Chí Minh," Block B3 Chung Cư Him Lam Chợ Lớn, Đường Hậu Giang, Phường 11, Quận 6 Tp. Hồ Chí Minh, Việt Nam",0815539906
127,Indo Trần - Công Ty Cổ Phần Giao Nhận & Vận Chuyển Indo Trần,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 52 Trường Sơn, P. 2, Q. Tân Bình, Tp. Hồ Chí Minh, Việt Nam",(028) 38488567
128,An Thái - Công Ty TNHH Thương Mại Dịch Vụ Du Lịch An Thái,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," TOJI Office Building, 384-1C Nam Kỳ Khởi Nghĩa, P. 8, Q. 3, Tp. Hồ Chí Minh, Việt Nam",(028) 35265226 -  Hotline  0944 810 811
129,Công Ty TNHH TM Và Du Lịch Lets Fly Travel,Cho Thuê Xe Du Lịch,Khánh Hòa," 172/14/4 Bạch Đằng, Tp. Nha Trang, Khánh Hòa, Việt Nam",1900636332
130,Công Ty Cổ Phần Du L&#7883ch Việt Á,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," Số 20/1 Nguyễn Trường Tộ, P. 12, Q. 4, Tp. Hồ Chí Minh, Việt Nam",(028) 54046794
131,Công Ty TNHH MTV Dịch Vụ Du Lịch Cơn Bão Việt,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 131 Tây Thạnh, P. Tây Thạnh, Q. Tân Phú, Tp. Hồ Chí Minh, Việt Nam",(028) 36027684
132,Hợp Tác Xã Mỹ Nghệ Vận Tải Du Lịch Kỳ Long,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 302 Nhật Tảo, P. 8, Q. 10, Tp. Hồ Chí Minh, Việt Nam",(028) 39571006
133,HaNoi TSC - Công Ty Cổ Phần Thương Mại Dịch Vụ Vận Chuyển HaNoiTrans,Cho Thuê Xe Du Lịch,Bà Rịa-Vũng Tàu,"  Tổ 1, Ấp Tân Tiến, X. Châu Pha, TX. Phú Mỹ, Bà Rịa-Vũng Tàu, Việt Nam",0989 619 095
134,Công Ty TNHH Dịch Vụ Du Lịch Tuấn Dung,Cho Thuê Xe Du Lịch,Hà Nội," Phòng 503, Tòa Nhà 147 Nguyễn Văn Cừ, P. Ngọc Lâm, Q. Long Biên, Hà Nội, Việt Nam",(024) 38779977
135,Vận Tải á Đông - Công Ty TNHH Chuyển Phát Nhanh á Đông,Cho Thuê Xe Du Lịch ,Tp. Đà Nẵng," 458 Trần Cao Vân, Q. Thanh Khê, Tp. Đà Nẵng, Việt Nam",(0236) 3710007
136,Cho Thuê Xe Mai Thuận,Cho Thuê Xe Du Lịch,Q. 4 Tp. Hồ Chí Minh," 204 - 206 Nguyễn Tất Thành, P. 13, Q. 4 Tp. Hồ Chí Minh, Việt Nam",0918222241
137,Điểm Hẹn - Công Ty CP Thương Mại & Du Lịch Điểm Hẹn,Cho Thuê Xe Du Lịch,Hà Nội," 137 Hàng Bạc, Q. Hoàn Kiếm, Hà Nội, Việt Nam",(024) 39935766
138,Công Ty TNHH Vận Tải Và Du Lịch Hải Nam,Cho Thuê Xe Du Lịch,Hà Nội," Số 39, Ngách 74/10 Tổ 10, Đường Thượng Thanh, P. Thượng Thanh, Q. Long Biên, Hà Nội, Việt Nam",(024) 38772360
139,Nam Long Tourist,Cho Thuê Xe Du Lịch,số 29 Đoàn Trần Nghiệp P. Vĩnh Phúc TP. Nha Trang Khánh Hòa," số 29 Đoàn Trần Nghiệp P. Vĩnh Phúc TP. Nha Trang Khánh Hòa, Việt Nam",(0258) 3540055 -  Hotline: 0914.024.390
140,Công Ty TNHH Du Lịch & Vận Tải Đinh Vy Vân,Cho Thuê Xe Du Lịch,Lâm Đồng," E2, KQH. Hoàng Diệu, P. 5, Tp. Đà Lạt, Lâm Đồng, Việt Nam",(0263) 3900792
141,Việt Đoàn - Công Ty TNHH Việt Đoàn,Cho Thuê Xe Du Lịch,499/3 Đường Hoàng Sa P. Võ Thị Sáu Q. 3 Tp. Hồ Chí Minh," 499/3 Đường Hoàng Sa P. Võ Thị Sáu Q. 3 Tp. Hồ Chí Minh, Việt Nam",Hotline: 0938031274
142,Công Ty Cổ Phần Truyền Thông Sự Kiện Du Lịch Phú Dũng,Cho Thuê Xe Du Lịch,P. Phúc Diễn Hà Nội," Số Nhà 11, Tổ 15, Ngõ 199, Đường Cầu Diễn, P. Phúc Diễn Hà Nội, Việt Nam",(024) 35146929
143,Công Ty TNHH Du Lịch Lữ Hành Thắng Lợi,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 778/15 Nguyễn Kiệm, P. 4, Q. Phú Nhuận, Tp. Hồ Chí Minh, Việt Nam",(028) 39976839
144,Công Ty TNHH Dịch Vụ Du Lịch Quốc Tế Hoa Đăng,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 59 - 61 Nguyễn Trường Tộ, P. 12, Q. 4, Tp. Hồ Chí Minh, Việt Nam",(028) 38265689
145,Công Ty TNHH Du Lịch Minh Thế Đà Lạt,Cho Thuê Xe Du Lịch,Lâm Đồng," Số 42 Nguyễn văn Cừ, Thị Trấn Liên nghĩa, H. Đức Trọng, Lâm Đồng, Việt Nam",0967465778
146,Dịch Vụ Cho Thuê Xe Hơi Tại Sài Gòn,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 410 Nguyễn Thái Sơn, P. 5, Q Gò Vấp, Tp. Hồ Chí Minh, Việt Nam",(028) 62506075
147,Công Ty Du Lịch Nam Long (Nam Long Tourist),Cho Thuê Xe Du Lịch,Khánh Hòa," 29 Đoàn Trần Nghiệp, P.Vĩnh Phước, TP.Nha Trang, Khánh Hòa, Việt Nam",(0258) 3540055 - (0258)  370681 -  0914024390
148,Công Ty TNHH Đầu Tư Dịch Vụ Xe Thành Phố,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 360A Bến Vân Đồn, P.1, Q. 4, Tp. Hồ Chí Minh, Việt Nam",(028) 39450671
149,Công Ty TNHH TM Hoàng Châu,Cho Thuê Xe Du Lịch,Hà Nội," 6&58/176 Nguyễn Sơn, P. Bồ Đề, Q. Long Biên, Hà Nội, Việt Nam",(024) 38730500
150,Công ty TNHH Nguyễn Hoàng – Văn Phòng Du Lịch Tre Việt,Cho Thuê Xe Du Lịch,Vĩnh Phúc," 168 Nguyễn Tất Thành, Liên Bảo, Vĩnh Yên, Vĩnh Phúc, Việt Nam",0979451168
151,Công Ty Cổ Phần Đầu Tư Liên Doanh Quốc Tế AMI,Cho Thuê Xe Du Lịch,Hà Nội Hà Nội," Tầng 4, số 7A Mạc Thị Bưởi, Q.Hai Bà Trưng, Hà Nội Hà Nội, Việt Nam",(024) 39876839
152,Hưng Hưng Thịnh - Công Ty TNHH Hưng Hưng Thịnh,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 14 Đường 11, Cư Xá Đài Ra Đa, P. 13, Q. 6, Tp. Hồ Chí Minh, Việt Nam",(028) 22421188
153,ánh Dương Việt Nam - Công Ty Cổ Phần ánh Dương Việt Nam,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 20 Nguyễn An Ninh, P. Bến Thành, Q. 1, Tp. Hồ Chí Minh, Việt Nam",(028) 38235239
154,Công ty TNHH Vũ Hùng Phát,Cho Thuê Xe Du Lịch,Hà Nội," Số 191, Ngõ 46, Đường Nguyễn Trãi, P Thượng Đình, Q Thanh Xuân, Hà Nội, Việt Nam",(024) 32808080
155,Công Ty Cổ Phần Du Lịch Thương Mại Quốc Tế Năm Châu,Cho Thuê Xe Du Lịch,Hà Nội," Số nhà 07 TT18, KĐT Văn Phú, Q. Hà Đông, Hà Nội, Việt Nam",(024) 62620283
156,Công Ty TNHH TM DV Du Lịch Nắng Phương Nam,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," Số 208, Đường 19/5B, P. Tây Thạnh, Q. Tân Phú, Tp. Hồ Chí Minh, Việt Nam",(028) 38161072
157,Nhà Xe Anh Kỳ,Cho Thuê Xe Du Lịch,Bình Định," Số 100 Lê Văn Hữu, Tổ 21A, Khu vực 5, P. Hải Cảng, Tp. Quy Nhơn, Bình Định, Việt Nam",0906509799
158,Công Ty TNHH Tư Vấn Thương Mại Du Lịch Cảnh Việt,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 216 Nguyễn Hồng Đào, P14, Q Tân Bình, Tp. Hồ Chí Minh, Việt Nam",0909424909
159,Công Ty TNHH Dịch Vụ Du Lịch Tín Việt,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 36/20B Đường Số 4, KP6, P. Hiệp Bình Phước, Quận Thủ Đức, Tp. Hồ Chí Minh, Việt Nam",(028) 35533861
160,Công Ty TNHH Vận Tải Và Thương Mại Thiên Thanh,Cho Thuê Xe Du Lịch,Hà Nội," 517 Đường Ngô Gia Tự, P. Đức Giang, Q. Long Biên, Hà Nội, Việt Nam",(024) 22172662
161,Vận Tải Du Lịch Thịnh An - Công Ty TNHH ATGIS,Cho Thuê Xe Du Lịch,Bình Định," 454/30 Tây Sơn, P. Quang Trung, TP. Quy Nhơn, Bình Định, Việt Nam",0908583639
162,Công TyTNHH Thương Mại Dịch Vụ Vận Tải Du Lịch Vạn Ngân,Cho Thuê Xe Du Lịch,Bình Định," Tầng 2, 246 Phan Bội Châu, TP. Quy Nhơn, Bình Định, Việt Nam",(0256) 3828828
163,Công Ty TNHH Thương Mại Và Dịch Vụ Kha Trần,Cho Thuê Xe Du Lịch,Thừa Thiên Huế," F50 Đường Số 6 An Cựu City, P. An Đông, Tp. Huế, Thừa Thiên Huế, Việt Nam",0376706789
164,Công Ty TNHH Du Lịch Lữ Hành Đất Vàng Phương Nam,Cho Thuê Xe Du Lịch,Bạc Liêu," Số 20, Hẻm 10,  ấp Thị Trấn A1, Khu 3, TT. Hòa Bình, H. Hòa Bình, Bạc Liêu, Việt Nam",(0291) 3880944
165,Công Ty TNHH Vận Tải Huệ Nghĩa,Cho Thuê Xe Du Lịch,Hồ Chí Minh," VP: Số 11 Lê Đại Hành, Q. 11, Hồ Chí Minh, Việt Nam",(08) 39553353
166,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Thái Hà,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," Số 50, Bàu Cát 8, P. 11, Q. Tân Bình, Tp. Hồ Chí Minh, Việt Nam",09144440403
167,Dịch Vụ Cho Thuê Xe Du Lịch Hà My,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 516 Đ. TCH 21, P. Tân Chánh Hiệp, Q. 12, Tp. Hồ Chí Minh, Việt Nam",0909682458
168,Công Ty TNHH Thương Mại Và DV Du Lịch MP,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 70 Phạm Ngọc Thạch, P. 6, Q. 3, Tp. Hồ Chí Minh, Việt Nam",0909335385
169,Công Ty TNHH MTV Thương Mại Dịch Vụ Vận Tải Khang Tường,Cho Thuê Xe Du Lịch,Bình Dương," TP. Thủ Dầu Một, Bình Dương, Việt Nam",0915979878
170,Doanh Nghiệp Tư Nhân Vận Tải Hải Nguyên,Cho Thuê Xe Du Lịch,Bình Định," Số 53 Huỳnh Thúc Kháng, Tp. Quy Nhơn, Bình Định, Việt Nam",0905961447
171,Công Ty TNHH Xây Dựng Thương Mại á Châu,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 791 Tạ Quang Bửu, P. 5, Q. 8, Tp. Hồ Chí Minh, Việt Nam",(08) 38569865
172,Công Ty TNHH Du Lịch Việt Du,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 52/2 út Tịch, P. 4, Q. Tân Bình, Tp. Hồ Chí Minh, Việt Nam",(028) 36029711
173,Công Ty Cho Thuê Xe Du Lịch Tấn An Gia,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 28/6 Lương Thế Vinh ,P.Tân Thới Hòa, Q.Tân Phú, Tp. Hồ Chí Minh, Việt Nam",0906677728
174,Công Ty CP én Việt,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 16B Đường Sông Đà, P. 2, Q. Tân Bình, Tp. Hồ Chí Minh, Việt Nam",(028) 73005050
175,Công Ty  Du Lịch Thương Mại Quốc Tế Đại Lục,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 49A, Đường 17, P.Long Thành Mỹ, Q.9, Tp. Hồ Chí Minh, Việt Nam",(028) 37331306
176,Công Ty TNHH Mỹ Thuật Và Tin Học Đức Anh,Cho Thuê Xe Du Lịch,Hà Nội," Khu Sinh Thái Đồng Trúc, Thạch Thất, Hà Nội31 Cầu Giấy, Q. Cầu Giấy, Hà Nội, Việt Nam",(024) 33595732
177,Công Ty TNHH Vận Tải Du Lịch Minh Hoàng,Cho Thuê Xe Du Lịch,Quảng Bình," Số 10, P. Đông Hải, TP. Đồng Hới, Quảng Bình, Việt Nam",(0232) 3856568
178,Công Ty TNHH Thương Mại Dịch Vụ Địa ốc Và Du Lịch Đại Dương,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 72/711A Nguyễn Văn Nghi, P. 7, Q. Gò Vấp, Tp. Hồ Chí Minh, Việt Nam",(028) 62565612
179,Công Ty TNHH MTV TM Và DV Du Lịch Thanh Bình,Cho Thuê Xe Du Lịch,Bình Phước," 1207/55-57 Phú Riềng Đỏ, P.Tân Phú, TX. Đồng Xoài, Bình Phước, Việt Nam",(0271) 3866579
180,Công Ty TNHH Sao Viettourist,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," Số 7, Đường Số 14, KĐT Mới Him Lam, P. Tân Hưng, Q. 7, Tp. Hồ Chí Minh, Việt Nam",0888062069
181,Phương Anh - Công Ty TNHH Một Thành Viên Du Lịch Phương Anh,Cho Thuê Xe Du Lịch,Khánh Hòa," 24/4A Hùng Vương, Tp. Nha Trang, Khánh Hòa, Việt Nam",(0258) 3501180
182,Đa Bảo - Công Ty TNHH Dịch Vụ Du Lịch Thương Mại & Vận Tải Đa Bảo,Cho Thuê Xe Du Lịch,Tp. Đà Nẵng," K288 Hùng Vương, Q. Hải Châu, Tp. Đà Nẵng, Việt Nam",(0236) 3751328
183,Công Ty TNHH Thương Mại Du Lịch Hưng Quyên,Cho Thuê Xe Du Lịch,Tp. Đà Nẵng," 16 Vũ Trọng Hoàng, Q. Cẩm Lệ, Tp. Đà Nẵng, Việt Nam",(0236) 3661955
184,Khách Sạn ASEAN - Công Ty TNHH Nhà Đất Nghệ An,Cho Thuê Xe Du Lịch,Nghệ An," 114 Trần Phú, Tp. Vinh, Nghệ An, Việt Nam",(0238) 3593333
185,Công Ty TNHH Dịch Vụ Du Lịch Nam Sài Gòn,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," Số 48, Đường Phú Thuận, P. Phú Thuận, Q. 7, Tp. Hồ Chí Minh, Việt Nam",0907598168
186,Công Ty TNHH Dịch Vụ Vận Tải An Phúc,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 460 Nguyễn Tất Thành, P. 18, Q. 4, Tp. Hồ Chí Minh, Việt Nam",(028) 39404730
187,Công Ty TNHH MTV Du Lịch Thái Dương,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 302 Cộng Hòa, P. 13, Q. Tân Bình, Tp. Hồ Chí Minh, Việt Nam",19009227
188,Công Ty TNHH MTV Hoàng Gia Châu,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 104 Thích Quảng Đức, P. 5, Q. Phú Nhuận, Tp. Hồ Chí Minh, Việt Nam",39953017
189,Công Ty Du Lịch Hội An,Cho Thuê Xe Du Lịch,Quảng Nam," 10 Huỳnh Lý, Hội An, Quảng Nam, Việt Nam",0935753336
190,Công Ty TNHH MTV Thương Mại Dịch Vụ Du Lịch Hạ Linh,Cho Thuê Xe Du Lịch,TP. Cần Thơ," 324, Cách Mạng Tháng Tám, P. Bùi Hữu Nghĩa, Q. Bình Thuỷ, TP. Cần Thơ, Việt Nam",0949358585
191,Du Lịch Quốc Tế Kết Nối Việt,Cho Thuê Xe Du Lịch,Hà Nội," Số 91 Xã Đàn 2, Nam Đồng, Đống Đa, Hà Nội, Việt Nam",(024) 35766177
192,Công Ty TNHH Dịch Vụ Minh Việt,Cho Thuê Xe Du Lịch,Hà Nội," 50 Hàng Chuối, P. Phạm Đình Hổ, Q. Hai Bà Trưng, Hà Nội, Việt Nam",(024) 39716697
193,Công Ty TNHH MTV Vận Tải Du Lịch Tân Thuận Phát,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 9/12A Đặng Văn Bi, KP. 6, P. Trường Thọ, Q. Thủ Đức, Tp. Hồ Chí Minh, Việt Nam",0982332277
194,Công Ty Cổ Phần Du Lịch Đông Hà Travel,Cho Thuê Xe Du Lịch,Quảng Trị," Số 16/1 Nguyễn Cảnh Chân, P. Đông Lễ, TP. Đông Hà, Quảng Trị, Việt Nam",(0233) 3705588
195,CN Công Ty Cổ Phần Quang Tiến - QUALITY TRAVEL,Cho Thuê Xe Du Lịch,Hà Nội," Số 58 Hàng Bạc, P. Hàng Bạc, Q. Hoàn Kiếm, Hà Nội, Việt Nam",(024) 36367577
196,Công ty TNHH Kết Nối Taxi Nội Bài,Cho Thuê Xe Du Lịch,Hà Nội," Phòng 1096, Tầng 10, Tòa Nhà Vân Nam, Số 26 Đường Láng, Q. Đống Đa, Hà Nội, Việt Nam",(024) 35729666
197,Công Ty TNHH Du Lịch Đông A,Cho Thuê Xe Du Lịch,Hà Nội," Số 8 Ngõ 91/45 Nguyễn Chí Thanh, Q. Đống Đa, Hà Nội, Việt Nam",(024) 23229986
198,Công Ty Cổ Phần Đầu Tư Và Du Lịch Vận Tải Tây Đô,Cho Thuê Xe Du Lịch,Hà Nội," Số 4, Lô 1, KDT Đền Lừ II, P. Hoàng Văn Thụ, Q. Hoàng Mai, Hà Nội, Việt Nam",(024) 3656565
199,Mặt Trời Buổi Sáng - Công Ty Cổ Phần Du Lịch Mặt Trời Buổi Sáng,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 404 Hoàng Diệu, P. 5, Q. 4, Tp. Hồ Chí Minh, Việt Nam",(028) 39433734
200,Công Ty TNHH TM Và DV Du Lịch Chín Hành Tinh,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 392/8/41, Cao Thắng, P. 12, Q. 10, Tp. Hồ Chí Minh, Việt Nam",(08) 22537075
201,Đất Việt - Công Ty TNHH Thương Mại & Du Lịch Đất Việt,Cho Thuê Xe Du Lịch,Hà Nội," 45 Hàng Điếu, Q. Hoàn Kiếm, Hà Nội, Việt Nam",(024) 39230750
202,Công Ty CP Du Lịch Quảng Trị Chi Nhánh Huế,Cho Thuê Xe Du Lịch,Thừa Thiên Huế," 17 Nguyễn Công Trứ, Tp. Huế, Thừa Thiên Huế, Việt Nam",(0234) 3944944
203,Công Ty TNHH Thương Mại Và Du Lịch Thiên Trang,Cho Thuê Xe Du Lịch,Bắc Ninh," Số 34, Phố Hòa Đình, P. Võ Cường, Bắc Ninh, Việt Nam",(0222) 3828287
204,Công Ty TNHH MTV Vận Tải Và Du lịch JAC,Cho Thuê Xe Du Lịch,Hà Nội," 18/464 , Đường Âu Cơ, Quận Tây Hồ, Hà Nội, Việt Nam",0388308598
205,Công Ty CP DV Và Lữ Hành Quốc Tế Saigon Tourism,Cho Thuê Xe Du Lịch,Bắc Giang," Số 11A, đường Nguyễn Bính, khu đô thị Bách Việt Lake Garden, phường Dĩnh Kế, TP. Bắc Giang, Bắc Giang, Việt Nam",0355599996
206,Quốc Nghệ - Công Ty TNHH Thương Mại Và Du Lịch Quốc Nghệ,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 15/3 Trần Hưng Đạo, P. Nguyễn Thái Bình, Q. 1, Tp. Hồ Chí Minh, Việt Nam",(028) 38248902
207,Công Ty TNHH Du Lịch Riêng Á Châu,Cho Thuê Xe Du Lịch,Hà Nội," 23 Ngõ 151 Nguyễn Đức Cảnh, Q. Hoàng Mai, Hà Nội, Việt Nam",(024) 36628515
208,Công Ty Cổ Phần Thương Mại Và Dịch Vụ Du Lịch Mặt Trời Việt,Cho Thuê Xe Du Lịch,Hà Nội," 358 Gỉai Phóng, Thanh Liệt, Thanh Xuân, Hà Nội, Việt Nam",(024) 33502270 -  0982 666 316
209,Công Ty Cho Thuê Xe Ngân Sách Việt Nam,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh,"  388 Lê Văn Thọ, P. 16, Q. Gò Vấp, Tp. Hồ Chí Minh, Việt Nam",19002232 -  0911320320
210,Gate Travel - Công Ty TNHH Cổng Du Lịch Việt,Cho Thuê Xe Du Lịch ,Tp. Hồ Chí Minh," Tầng 3, Số 119 Lý Chính Thắng, An Phú Plaza, Q. 3, Tp. Hồ Chí Minh, Tp. Hồ Chí Minh, Việt Nam",0988038302
211,Công Ty Cổ Phần Vận Tải & Dịch Vụ Du Lịch Phương Trang,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 486 - 486A, P. Tân Phong, Q. 7, Tp. Hồ Chí Minh, Việt Nam",(028) 38386853
212,Công Ty TNHH Asean Master,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 349/142 Lê Đại Hành, P. 13, Q. 11, Tp. Hồ Chí Minh, Việt Nam",0979878700
213,Nắng Ban Mai - Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Nắng Ban Mai,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 21 Đường Số 4, P. 11, Q. 6, Tp. Hồ Chí Minh, Việt Nam",(028) 37552509
214,Công Ty TNHH XNK Thương Mại Dịch Vụ Phát Triển Quang Minh,Cho Thuê Xe Du Lịch,Tp. Hồ Chí Minh," 40/15 Trần Quang Diệu, P. 14, Q. 3, Tp. Hồ Chí Minh, Việt Nam",0931705194
215,Ô Tô Tự Lái Hoàng Trường - Công Ty TNHH Thương Mại & Vận Tải Hoàng Trường,Cho Thuê Xe Du Lịch,Tp. Hải Phòng," Số 1 Đường Hoàng Thế Thiện, P. Đông Hải 2, Q. Hải An, Tp. Hải Phòng, Việt Nam",(0225) 3761555
